Gene ID	Ensembl ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
C12orf65	ENSG00000130921.7	5.61616	5.13835	6.52986	7.72461	6.67015	6.49804	9.44748	3.61409	4.71949	4.31161	12.2687	10.4767	5.55099	6.05586	3.97168	5.40427	4.57562	3.40686	5.07063	3.70095	6.5966	8.86862	10.6727	11.617	12.729	8.31534	6.24602	8.80807	5.91565	8.25996	11.2256	3.68848	2.82681	3.7299	5.9166	3.62014	7.12897	10.5792	3.38495	8.04563	10.9277	2.13237	15.3802	12.3765	5.31624	5.55053	6.70083	7.83657	5.61972	16.5846	8.87281	13.2043	10.0866	1.25321
EIF2B1	ENSG00000111361.12	50.8053	40.9474	38.4665	51.9033	52.2357	56.6427	53.4191	15.8748	17.4192	20.5579	57.8162	54.6528	24.6787	25.7984	17.8801	20.593	21.0423	17.4571	29.0899	18.1469	49.1259	57.6636	62.3859	61.5798	63.3864	50.4805	36.2618	45.8957	42.0044	45.7483	58.6507	17.3896	13.9665	19.6377	30.8792	16.4952	43.2472	37.6215	24.042	56.5673	59.6177	18.0547	45.2842	49.4842	47.8499	48.9553	39.6922	47.2793	29.8975	37.3906	51.7108	67.448	52.3557	11.2752
TCTN2	ENSG00000168778.11	9.45741	7.33833	5.85232	10.7756	9.55177	8.99874	10.8534	3.18205	4.60687	7.40379	12.8455	11.726	6.41689	6.38429	3.2632	7.44094	8.72615	4.27363	2.42564	3.19538	11.8054	13.2594	6.21866	20.3116	24.2854	9.71851	6.40167	9.01921	4.70548	8.26521	23.1721	3.63836	1.86902	7.73766	10.8432	0.790095	10.5531	12.4898	1.2808	14.7103	25.054	3.79934	28.3387	14.1402	12.3008	13.0789	6.25064	5.77512	6.04639	22.4368	22.9538	21.5689	12.7207	0.446581
ATP6V0A2	ENSG00000185344.13	7.30577	5.54358	4.05443	6.07951	6.35017	6.34996	6.45797	1.8833	2.16898	2.86999	9.68114	9.08997	2.88484	2.96528	2.24649	2.73854	3.05907	2.35661	3.23758	2.14816	6.45652	6.04988	12.536	7.57175	7.9579	5.5035	5.35841	5.76412	3.97844	5.76273	8.1009	2.52066	1.80385	1.80779	3.67471	1.74449	8.14661	6.36676	3.50723	8.63116	5.7333	2.61026	5.87662	5.84736	8.59617	9.70506	7.17514	7.20015	6.67636	6.90174	6.38663	8.38586	5.82569	1.93302
PUS1	ENSG00000177192.13	6.96034	8.60906	8.44685	6.06907	7.00754	5.33078	9.4183	3.62807	4.56471	6.15285	8.90454	8.20252	6.15169	6.12349	4.23095	4.62565	6.82117	4.87499	4.15168	3.17768	8.16491	15.2498	19.0228	8.74525	10.575	7.48824	7.72151	7.89524	10.3541	9.4058	10.5925	2.82905	2.07289	4.84556	8.81744	6.91815	7.92804	6.54798	3.88634	8.90951	8.71215	4.41269	7.82747	10.3173	10.2482	9.43174	9.79977	13.7322	6.60629	13.3713	9.81854	9.78394	9.48988	2.94035
FBRSL1	ENSG00000112787.12	17.0244	15.2106	18.5498	22.5087	22.9428	25.5502	26.2807	11.2758	15.3442	8.85184	54.2483	60.1411	20.2311	17.1002	11.018	10.9148	10.0298	7.51983	8.5112	7.41034	19.5291	9.1846	12.9937	30.2608	31.7894	28.5922	21.922	28.024	15.1593	28.3704	32.6996	13.7729	12.9839	12.2699	15.5966	12.6357	24.8684	17.5375	15.9446	27.1847	33.0657	17.5365	38.4612	31.8181	23.8205	24.1478	26.7113	36.0922	20.5038	43.5967	28.082	33.0892	23.3729	9.70816
ZMYM2	ENSG00000121741.16	21.1481	17.1502	17.152	22.189	20.6621	21.5046	20.6981	7.78723	9.05528	10.3496	18.9609	17.9658	11.5962	12.4369	9.01418	10.165	10.7415	8.60313	13.2087	9.09594	21.9136	15.8425	25.8499	26.954	31.2235	22.5763	15.8766	18.1614	18.9718	17.0966	26.2895	10.3069	6.61502	8.94432	12.2901	6.34082	23.6811	18.8673	9.14955	33.6415	30.4402	6.4834	24.5176	25.1456	25.4653	24.7132	18.7671	22.296	14.5643	49.7061	29.2274	28.0208	24.8211	5.92982
CENPJ	ENSG00000151849.14	5.46311	4.30302	2.8017	6.58352	6.45595	7.99068	7.04064	1.93064	2.47732	2.5757	20.9207	21.9159	4.3001	3.89234	2.07079	2.79695	3.18927	2.45466	3.20379	2.79808	5.39834	6.75469	23.5702	9.0923	9.17427	6.76565	5.71758	7.01402	4.451	6.785	10.3504	2.25921	1.48848	1.67276	2.51522	1.2925	6.15568	3.07549	1.48075	7.94913	9.92083	1.16449	2.49116	6.61702	3.89703	3.64376	6.80908	5.82579	2.99052	36.0976	26.9231	11.9716	6.78217	0.507039
ATP8A2	ENSG00000132932.16	0.150964	0.119254	1.71837	0.217031	0.0490316	0.0231506	0.0799789	4.09167	6.83323	4.11807	42.659	35.7952	10.6454	13.9894	3.84578	9.84371	5.63287	3.36381	1.63171	3.57911	0.231675	0.0966804	0.0156421	0.0377826	0.0982899	0.657708	0.398686	0.225701	0.0355054	0.277339	0.0607948	0.112256	0.0288071	0.35836	0.207993	0.00737562	1.04264	0.0524539	0.0410563	0.468046	0.371059	0.0780009	31.4393	0.108492	0.119189	0.0951814	0.549045	0.30787	0.767311	9.86306	0.0971251	0.0488899	0.054999	0.0363479
CDK8	ENSG00000132964.11	9.83884	9.53792	9.18012	12.7068	13.5887	14.0833	19.4768	5.70371	6.84163	6.39809	24.9083	20.9267	6.41	8.68899	5.77983	7.39732	6.3314	5.39111	7.26616	6.67535	9.17685	14.8265	22.975	13.734	12.7985	33.3109	15.6592	15.0311	11.6583	17.8439	13.0631	6.01201	4.26361	6.23673	8.29622	5.54102	12.9503	8.63322	6.27959	12.0944	10.8437	6.7443	11.8741	14.3191	10.0783	9.77989	14.0299	9.73307	11.803	23.9113	10.6676	16.7817	13.1817	2.0755
B3GLCT	ENSG00000187676.7	6.91634	5.35978	2.98616	10.6577	7.55414	13.6997	4.93795	4.1644	5.47471	10.807	1.72916	1.88082	5.62824	7.50164	2.94005	3.47894	12.3187	8.88922	2.99658	2.47941	7.74647	10.6629	0.716134	9.02979	8.87555	5.53297	4.02226	5.50427	4.46271	4.26493	13.0699	11.7854	6.7425	3.524	5.54468	2.02865	6.50383	5.70471	2.32445	8.14366	9.16378	2.1219	5.66	5.87028	4.72067	5.03223	4.59611	5.20404	4.11024	8.28586	8.98723	25.1047	6.97249	0.574304
FRY	ENSG00000073910.19	17.0155	10.4673	1.26663	27.1992	30.9805	41.251	16.556	4.35143	6.06227	6.61437	32.5561	28.8477	8.48859	10.3932	5.20044	7.46333	8.5229	5.32517	3.60835	4.29193	11.3922	1.56281	1.94616	9.35269	8.49282	13.7741	6.12449	13.435	2.12529	13.4802	15.1719	10.2828	10.3639	5.68398	4.83723	2.98297	14.0176	2.98535	5.03324	13.8719	5.20021	3.8396	13.2812	7.17602	9.17348	11.0641	4.11587	6.04384	6.63585	3.85694	9.50385	12.4441	6.22379	3.12503
NBEA	ENSG00000172915.18	2.93781	2.64088	4.98855	4.27412	4.59425	7.8106	7.03511	3.59106	6.04873	4.76532	32.8782	27.3547	9.18552	11.5533	3.9064	5.01244	6.5796	2.94634	2.75195	2.22055	4.35345	1.40843	0.320044	10.6287	8.57689	12.4714	4.14957	8.96673	1.17109	7.666	6.7496	3.89779	2.79614	1.86513	1.82348	0.205694	2.13012	6.36285	1.62944	6.30004	8.64555	1.40786	14.9154	6.4273	1.8173	1.95926	2.54171	2.84246	2.05121	5.9156	6.76036	11.0171	6.26536	0.0635452
MAB21L1	ENSG00000180660.7	3.933	1.02713	0.385318	1.8799	0.890476	5.90962	1.41391	0.584921	0.375393	0.327785	65.7052	54.9139	0.358172	0.385271	0.426704	0.415168	0.357909	0.269135	0.950689	0.640807	12.4167	1.78372	0.0230207	0.757955	0.830388	3.94041	1.48865	2.34977	0.28396	2.72804	0.359067	0.639054	0.297727	0.129685	0.19785	0.0419988	0.208614	3.73597	2.39519	11.3085	1.17092	0.0872024	0.647114	1.1637	2.88836	0.383533	1.22477	0.687435	0.632737	0.236223	2.57274	0.453613	1.33343	0
SPG20	ENSG00000133104.12	40.338	36.1996	35.4671	40.7696	39.7885	59.4707	41.0546	16.6264	15.1142	22.0309	27.2763	23.8123	16.7691	19.3499	17.1843	21.1879	21.5348	18.2343	39.5106	23.4753	36.1234	53.2947	4.55566	72.657	56.1364	40.2192	17.7495	39.1048	11.3794	39.5457	65.9314	14.0668	8.02019	14.3171	18.3906	4.45731	33.7451	16.8515	14.122	48.1159	68.2066	4.43862	33.302	29.4539	18.2829	19.2083	12.9159	21.5204	12.0877	29.9456	36.2676	56.2808	32.4708	5.51652
EXOSC8	ENSG00000120699.12	24.7626	20.293	15.1157	22.6096	23.1862	25.1436	24.5545	8.35328	7.45716	8.28477	23.236	19.082	7.7432	8.45271	8.01253	9.27636	8.31961	7.2578	17.2076	9.08989	27.0718	30.213	60.2058	34.3413	38.085	22.2739	18.4254	20.8636	19.2509	19.9245	37.7607	10.3358	7.92131	10.4161	17.768	9.46305	25.1175	16.5796	12.2289	34.5166	40.3599	8.92743	20.6415	26.938	20.2845	19.4022	22.3661	31.3681	15.8182	43.7531	29.6959	36.0334	26.0702	4.83294
UFM1	ENSG00000120686.11	47.2588	45.2416	31.796	49.4365	52.9296	49.6497	42.1116	32.9552	29.164	27.5248	48.3743	36.1645	22.2055	33.585	33.1821	38.8891	29.2448	24.8972	57.7967	34.9505	45.9558	90.0619	59.76	67.1776	74.8159	39.8451	34.7772	35.0997	31.073	33.6211	58.9852	18.7342	12.353	27.4774	44.9323	21.6326	55.929	39.4218	13.884	61.4052	72.0211	32.799	55.4725	59.6209	36.659	34.4655	40.1215	40.6549	36.4155	21.1903	55.1762	63.0443	50.3212	4.65237
COG6	ENSG00000133103.16	6.98355	5.5176	6.60176	8.47894	7.77237	8.39878	6.77386	3.63038	4.35904	4.89338	13.0254	11.079	4.93306	5.88883	3.57944	4.39448	4.51857	3.59646	6.17693	3.79383	6.42425	13.0765	9.59123	8.9882	8.59471	5.32539	5.00214	4.63024	5.69403	4.52071	6.29167	3.86713	2.48868	2.83155	3.90011	2.34935	5.13578	7.35477	2.46189	7.18039	9.66456	4.6441	14.9615	5.87435	5.46066	5.83644	5.39492	4.8077	4.85619	11.3951	8.41419	8.86201	7.05116	0.689435
SLC25A15	ENSG00000102743.14	2.54013	2.35594	1.98119	2.61752	2.61434	2.29969	3.16021	1.56231	1.98255	1.82361	1.7526	1.83073	1.92197	2.16053	1.47784	2.12566	2.09932	1.43776	1.79134	1.88973	3.42927	13.7389	11.6005	3.26374	3.23506	1.94	3.43311	1.74768	3.60027	2.01262	3.36398	1.57335	1.26346	3.35128	2.86477	30.0056	2.85592	3.23437	2.73458	3.82839	3.19565	13.3478	2.51697	2.93141	2.83056	3.20875	8.04279	2.43977	3.59112	12.669	10.6982	3.54364	3.02608	0.63502
SUCLA2	ENSG00000136143.14	30.5948	28.3666	27.3847	31.8614	30.9424	37.8691	24.8433	16.6006	24.7145	19.4135	57.4979	44.3235	28.7815	44.3664	15.453	23.9498	21.0218	15.3259	24.4201	18.6723	28.2696	28.5035	27.403	30.8548	28.5317	28.1802	23.2709	27.7968	23.2115	29.5679	26.7805	27.8205	33.6767	16.6913	20.6018	7.46975	18.649	20.2992	60.0964	32.4496	28.2995	6.36524	23.8026	20.4298	20.3919	21.4113	19.2999	13.5565	17.6114	19.9265	27.9959	32.7009	29.9531	2.34292
RCBTB1	ENSG00000136144.11	16.4437	13.9876	33.7406	19.6046	19.4156	15.9466	15.4166	17.8004	16.2096	16.9923	22.1305	20.9783	16.1603	19.773	20.1867	22.5356	15.7674	16.6289	37.7694	28.9576	16.5524	24.9427	18.1462	18.4672	22.6426	13.8181	9.40861	16.7654	7.05191	13.8889	20.7382	8.70615	7.72618	10.2567	10.0374	4.6359	21.5063	12.9263	5.45135	21.7035	16.1735	7.5447	28.0549	18.3311	10.5302	11.0253	13.0126	18.1883	13.7242	12.305	77.1283	30.4844	13.9027	3.5418
RNASEH2B	ENSG00000136104.19	7.53896	6.56917	5.42902	8.10133	8.74372	8.48194	10.6904	3.87753	4.64612	4.58443	8.74532	7.31026	5.14383	6.43073	3.73774	4.02756	5.58982	3.80846	5.0185	3.72984	7.58196	8.34261	17.9082	12.0935	11.5864	11.6303	7.04277	10.3998	5.14773	10.8735	12.0096	4.32649	3.68611	2.80795	4.95037	1.61271	8.84643	5.81597	2.49819	9.60498	9.64745	4.0537	6.62108	9.77268	5.39139	4.97128	9.7677	10.5695	5.49976	10.3083	11.6249	14.7014	8.1008	2.68832
ALG11	ENSG00000253710.2	1.92723	1.67976	1.73166	2.10686	1.78305	1.86601	1.87846	0.435163	0.424412	0.543589	1.07352	1.28392	0.560749	0.536832	0.492233	0.545044	0.538802	0.394776	0.888687	0.479116	1.85778	4.47844	4.38861	1.89306	2.4862	1.65464	1.69019	1.60911	1.41326	1.60083	2.45027	0.938683	0.695964	0.705777	0.830704	0.669862	1.9386	2.07259	0.855248	2.27109	2.3343	0.855738	1.9695	1.70563	1.57309	1.57417	1.91257	1.61756	1.53888	2.29105	2.20435	2.53329	1.72973	0.27134
PIBF1	ENSG00000083535.15	11.5816	9.47527	5.75903	10.4566	10.7273	12.8951	12.028	2.54714	2.84622	3.38928	6.32741	5.54385	3.23226	3.78971	2.81323	3.75789	3.49245	2.65718	4.48829	2.85289	12.2325	12.9393	11.4966	16.8618	17.9594	10.1782	6.36831	8.18222	6.54164	8.08306	12.7749	4.74072	3.24874	4.44402	8.1245	3.38896	10.3036	9.13522	4.00047	16.8878	17.097	2.79241	11.9172	11.7404	7.9657	7.64254	6.21803	6.16715	5.21908	19.2424	19.4845	15.3731	12.8862	1.19288
FBXL3	ENSG00000005812.10	73.1232	44.2003	23.4463	65.4605	75.4046	106.575	40.7299	16.1101	17.3789	17.7522	43.6777	36.7855	19.1587	24.0084	15.3986	17.5739	17.4851	14.3685	29.1058	16.6957	54.5963	40.8658	24.9944	54.5561	56.3256	36.6014	28.5978	39.5013	27.7322	36.6389	59.1637	16.7919	11.0037	15.5237	21.9691	11.9139	39.3066	30.2272	19.4478	92.0163	54.5282	9.48623	19.9944	35.3711	36.5096	36.8108	32.2644	30.4555	19.4225	37.2033	63.7627	63.6645	46.6689	8.9531
MIR17HG	ENSG00000215417.12	0.609358	1.21374	0.540802	0.595055	0.829339	0.429819	0.546154	0.0686375	0.0583889	0.0963452	0.0701943	0.0833056	0.100484	0.0820507	0.0878248	0.0891937	0.0904381	0.0771473	0.152858	0.0974172	0.984311	2.10573	6.70309	0.548035	1.00472	0.624325	1.15381	0.649606	0.927324	0.640516	2.31902	0.145997	0.148455	0.187516	1.0485	0.56731	0.741094	0.947459	0.0910915	1.1364	1.52017	1.41258	0.454085	0.467644	0.602408	0.350989	1.68015	2.2158	1.31163	1.63668	1.92001	0.898354	0.521937	0.129229
ZIC2	ENSG00000043355.11	0.056216	0.0551567	0.0218806	0.0301535	0.026544	0.038011	0.0180028	4.89441	8.48791	1.79026	298.061	248.344	9.40279	7.36354	6.21008	3.29797	2.2172	2.92494	4.12188	2.65943	0.0880663	0.0246135	0.0124681	0.0163659	0	0.0294278	0.0414727	0.0322027	0.12689	0.030133	0.0388339	0	0	0.013134	0.0298566	0.019876	0.0328489	0.0208432	0.00897066	0.0253	0.0326497	0.0159472	0.304417	0.0281038	0.251328	0.175162	0.0443676	0.0121801	0.0302323	3.94209	0.0756926	0.0251922	0.051833	0
NALCN	ENSG00000102452.15	0.396303	0.298192	1.01931	10.7533	6.35038	8.71758	0.569781	6.17665	6.93384	6.21105	17.0367	14.5482	8.86507	11.3895	7.0022	8.93264	7.89455	5.25143	12.0141	6.16676	0.468014	1.16401	0.00916244	0.906043	1.18828	0.334393	0.16135	0.263024	0.0861728	0.215763	1.0239	2.30239	1.02431	0.17638	0.0623488	0.151386	1.00733	0.187956	0.0771239	3.41446	1.13664	0.555635	10.7694	0.266226	0.394774	0.686818	0.138938	0.0514551	0.527841	0.954369	1.69216	0.262591	0.353738	0.00541428
TPP2	ENSG00000134900.11	22.5728	17.7374	11.0071	19.3149	20.7372	22.2696	21.0456	5.65375	6.33274	7.31108	26.9717	24.7353	8.98948	9.45827	6.40035	6.86366	6.85922	6.32316	10.4464	6.50395	21.8045	32.7131	50.0978	27.4306	28.7217	18.9857	17.4129	17.306	13.6457	16.9545	23.7411	9.96699	7.1788	7.65067	11.6859	10.2897	26.4452	15.5322	17.1149	28.1537	29.3921	7.36748	16.0197	18.1435	16.5991	17.0627	19.1555	24.6036	13.463	50.7184	29.9404	28.6692	21.5717	4.5991
ERCC5	ENSG00000134899.18	2.57116	1.87326	1.81211	1.98584	1.92578	2.11676	2.16813	0.449589	0.502907	0.623621	2.48569	2.51282	0.758822	0.714619	0.501334	0.582499	0.620677	0.487618	1.01994	0.537387	2.28763	3.47382	4.66381	2.44424	3.00258	1.93355	1.96315	1.93992	1.9768	1.82883	2.48614	0.814431	0.549746	0.853235	0.988675	1.13217	2.57448	2.399	0.838341	3.4377	3.25346	1.05608	2.66643	2.25222	2.43661	2.57548	2.51034	2.9837	1.56272	2.35513	3.26579	2.82598	2.63658	0.541695
LIG4	ENSG00000174405.13	6.90808	7.28537	13.0417	8.98873	10.2754	8.02382	9.01242	6.57316	8.17916	7.95821	17.5604	16.4974	10.9816	13.3635	7.79592	11.0013	8.56313	6.11584	13.4639	8.55619	6.66939	12.6138	14.9716	6.56995	7.69303	9.90186	8.10747	9.6953	6.82347	10.8559	7.65075	5.24989	4.28294	5.25092	9.68696	8.86438	10.9753	7.5352	5.6238	11.1458	8.18807	3.86418	17.9172	8.53393	3.84064	3.60524	9.29279	11.6253	8.32362	13.6248	11.1378	8.36876	7.69722	1.61015
COL4A1	ENSG00000187498.14	275.499	284.206	41.0344	297.798	375.145	344.142	119.727	2.64747	2.92402	2.10387	2.91971	6.00593	2.9508	2.73468	3.3529	3.0756	2.14026	2.00953	3.87964	3.16966	165.582	95.4529	0.295074	86.871	112.582	178.9	80.0845	127.909	17.6905	152.066	127.488	53.4659	36.6041	31.8545	51.687	5.7858	216.897	25.8559	25.5048	129.562	35.1047	15.1805	18.1562	75.3406	23.3422	34.9135	48.593	113.777	34.1476	16.3329	100.137	135.287	59.4461	0.23365
COL4A2	ENSG00000134871.17	308.045	239.207	43.2094	566.53	522.898	497.109	256.186	4.00878	4.84066	2.74313	3.5935	8.86129	6.02314	4.92834	5.36612	4.35569	2.66293	2.6716	4.44176	4.21349	175.486	131.929	0.555149	162.316	186.051	411.901	149.862	288.357	31.41	330.773	216.803	65.2815	43.2506	47.2577	73.6413	7.06489	260.146	41.7334	23.986	193.599	70.2211	16.3571	21.574	163.46	34.8084	55.5016	76.937	155.922	47.5788	27.5309	123.53	247.919	102.751	0.293172
NAXD	ENSG00000213995.11	48.9322	44.4146	82.9334	65.7677	68.3823	72.7454	69.4117	41.9174	51.9632	48.8642	113.258	112.016	63.0818	64.4735	43.1341	49.1352	52.0734	43.7051	59.499	47.2678	53.8366	46.6618	55.6308	74.8774	84.8106	90.2435	57.5286	82.7775	50.0168	76.1635	81.4604	28.7061	24.039	45.2577	56.9792	61.1217	59.0662	47.04	32.7578	87.3391	159.982	29.7519	87.6462	92.4378	61.9233	65.826	57.5316	66.2921	64.8883	95.2626	82.197	82.2103	69.5565	10.0986
CARS2	ENSG00000134905.16	23.911	20.3966	24.469	21.0891	23.083	24.0555	25.0654	8.32514	9.45529	9.36	31.0224	29.0312	10.7889	11.0139	8.38196	10.6463	9.47994	8.265	12.2731	9.19076	22.0103	49.9088	29.9006	28.1034	33.4198	29.1561	21.4378	23.0646	19.2766	22.4782	30.7993	11.9518	12.0219	12.3816	16.1067	11.9177	27.4679	17.8521	15.1754	30.1433	29.3223	8.83938	30.2803	31.5753	23.4083	22.4484	24.7847	34.7012	17.7122	28.3233	27.0496	30.1735	25.8722	24.5823
CHAMP1	ENSG00000198824.5	11.0551	11.3425	10.7677	12.0734	12.9245	9.97029	11.2641	4.08585	4.68468	4.58513	19.9359	15.4352	5.07307	6.63604	4.12626	5.52254	4.8533	3.67858	5.7485	4.1493	10.6471	41.0663	39.2223	9.30015	12.5236	11.6313	9.7147	10.8286	8.21005	10.6899	18.4407	3.71647	3.26598	4.50068	7.63175	5.76121	10.1475	9.31759	5.80295	12.7305	12.3854	5.49463	6.88122	10.1254	9.70963	9.68131	12.3461	12.5178	9.42373	9.49134	13.2431	14.7584	8.97858	1.9527
TTC5	ENSG00000136319.11	4.96113	4.40008	5.03376	5.0333	5.11426	4.40031	4.99259	2.82926	3.13169	3.14177	6.46553	6.08036	3.97661	4.35322	2.94137	5.0454	3.42496	2.36569	3.39624	2.87147	5.25517	8.95719	6.26029	7.31038	8.74285	4.08995	3.48179	3.64983	4.22647	3.39008	6.16018	2.11484	1.74096	2.83696	3.47162	1.44505	4.79073	4.44402	1.50459	8.01417	7.67452	2.01425	8.4088	5.71384	6.27711	6.60666	3.7304	5.1469	3.0615	10.6993	7.5107	7.9219	6.17824	1.13335
OSGEP	ENSG00000092094.10	23.5763	19.4184	20.7511	28.3432	27.5477	27.1591	34.2099	14.5095	17.844	17.6126	72.5709	64.4119	22.1539	21.5134	15.3506	18.9993	18.232	15.3834	20.3924	16.1255	25.8011	22.2331	38.3913	43.2459	44.6232	31.7233	25.4628	24.43	18.1374	23.0637	34.648	12.9527	9.59403	13.3114	19.9178	11.9068	29.4265	20.7789	12.4019	40.5543	43.0604	10.3858	50.7577	35.0093	22.3131	22.6992	29.845	50.8143	19.6234	17.797	45.9333	40.1947	30.6624	10.5702
PNP	ENSG00000198805.11	37.412	64.335	15.095	33.2968	33.616	16.2871	19.5079	8.70721	8.40741	10.1797	12.5647	16.7919	9.11915	8.0756	9.26753	12.8885	11.0959	7.62232	15.3802	10.8167	33.1892	34.4925	81.8615	11.5349	16.7248	13.5074	34.4985	13.6221	83.9889	11.4421	28.3821	10.242	6.98939	74.0162	116.349	26.7788	54.6005	17.9713	2.67131	22.4008	5.46413	8.11378	28.2755	15.3397	33.0193	28.8402	35.909	58.2509	35.356	10.9647	25.289	17.6002	51.0329	45.6135
SUPT16H	ENSG00000092201.9	48.0942	36.9767	31.3943	47.7666	45.6702	61.9957	54.2124	14.5073	20.2687	18.4762	85.3193	72.2965	25.5074	29.5535	15.3463	22.2836	20.1616	15.2867	22.4585	17.1385	44.366	81.591	121.286	70.758	74.1821	54.1924	38.6219	50.7117	37.9304	48.9123	65.3757	17.4796	11.5583	14.9966	27.6995	10.8076	41.6634	34.9447	18.5754	62.1774	67.9374	14.5051	41.9194	43.1873	46.1559	49.8181	44.1142	46.2856	28.7525	73.3457	49.0168	75.9947	53.7912	10.9674
CHD8	ENSG00000100888.12	19.5623	15.3513	14.5387	20.1919	19.0625	23.1409	23.1254	7.58044	9.16176	10.241	39.4368	37.7032	14.1789	12.8697	8.0032	10.1895	10.5266	8.67217	10.6543	8.45444	18.4368	27.9263	34.6913	25.5468	26.7264	21.735	15.3525	21.402	19.0242	20.444	24.4412	7.3349	5.88775	7.64934	11.7454	5.14222	21.6375	17.4762	9.64767	26.288	26.9729	6.66763	22.6425	21.8566	28.9879	32.6938	19.5922	22.925	14.0443	22.0121	26.8839	29.9881	23.1892	9.12649
FOXG1	ENSG00000176165.10	0.0156936	0.0124481	0.0404303	0.0474156	0.0331341	0.039771	0.0611846	15.2487	22.9968	20.6354	0.015257	0.0056737	25.2249	29.1955	15.5124	0.62193	22.3527	14.4456	0.0355725	0.0710176	0.0246924	0.0816728	0.0313877	0.0361453	0.0440376	0.00633894	0.0108321	0.517578	0.0859759	1.77909	0.0684032	0.0111624	0	0.01218	0.0292484	0	0.0255202	0.0136166	0	0.0386582	0.772108	0	5.14884	0.0129835	0.0181142	0.0179262	0.0328437	0.0585877	0.0409167	9.67768	0.248478	0.0328743	0.0338674	0
AP4S1	ENSG00000100478.14	2.4473	2.3546	2.11417	3.02988	3.24325	3.60665	3.61201	3.48857	5.40799	4.01826	8.54947	7.0787	5.96774	8.53111	3.68325	4.14128	5.18782	3.11298	3.44492	2.62062	2.61725	3.1856	2.53712	4.07163	4.51948	4.44735	2.29075	3.39926	1.48233	3.34499	4.21903	1.82175	1.34927	1.67624	3.14099	0.892982	2.89816	2.15109	1.7896	3.879	5.60797	1.10831	5.03183	3.26543	2.54532	2.69221	2.6951	3.43887	1.48374	6.51058	4.83	5.27243	2.97171	0.854951
NUBPL	ENSG00000151413.16	7.04262	5.04482	6.68788	5.59406	6.21122	6.64964	5.2277	2.75911	3.06062	2.7157	2.45406	2.31704	3.10105	3.91674	2.78661	3.60595	3.052	2.25292	4.97747	3.26828	6.02202	9.95656	7.27562	5.81999	6.80307	5.67383	4.86342	5.38856	3.31028	6.38866	5.5469	5.68359	4.84648	3.15202	4.64366	2.44406	4.09839	4.77207	4.26358	7.41707	7.60577	1.77673	5.33181	4.83601	4.61212	5.32861	4.07973	5.35768	3.02221	5.75318	5.98312	6.64024	4.80611	0.294045
SRP54	ENSG00000100883.11	36.4502	32.9121	41.1923	49.3092	42.6983	42.8019	37.59	17.0918	18.7342	20.0668	35.4782	28.4965	19.3225	24.9201	17.0217	26.174	21.2838	16.5397	30.0242	19.5047	36.3281	73.0714	103.133	40.7435	44.8922	32.9588	30.914	35.8436	37.5811	36.5101	41.9415	21.9887	16.6523	23.5691	34.2974	31.0563	44.6702	49.7295	25.2171	46.1378	42.3449	32.2504	59.5376	39.8522	37.764	39.5543	34.5981	41.1132	34.281	88.219	44.4871	43.8588	41.2909	16.6056
RALGAPA1	ENSG00000174373.16	7.81954	6.55917	7.65917	9.83611	9.63662	12.3942	9.64185	3.54374	4.26005	4.18731	14.8615	14.6081	5.728	6.00776	4.17396	5.68425	4.21903	3.41755	7.56396	4.24785	8.16726	3.89152	5.05234	12.8633	13.052	9.054	7.59388	8.8679	6.98455	8.2693	11.6516	3.31686	2.18443	2.89192	4.70482	2.33066	8.81376	6.39613	4.48215	14.5285	15.6873	3.16643	11.451	9.26058	9.78537	9.67779	6.88408	4.92618	5.59964	7.01832	11.1831	14.2249	11.6606	0.695987
NKX2-1	ENSG00000136352.17	0.0221741	0.0272405	0.0236402	0.0347772	0.0295402	0.023269	0	0.378376	0.299764	3.44776	0.0253945	0.046169	0.214743	0.242371	0.125762	5.62199	3.25881	2.17984	0.0264872	0.03861	0.0236625	0	0.0323487	0	0	0.0274017	0.024393	0.0311694	0.0307207	0.0347657	0	0.0219418	0.0239086	0.0137375	0.00389887	0.0224915	89.6663	0.0271534	0.020544	0.0380387	0.0347067	0.0210989	0.200104	0.0381877	0.0281115	0.0261093	0.0301142	0.0268162	0.0687702	0.392422	352.63	0.0281636	0.0321697	0.0205999
